項次,銷售日期,機台,序號,時間,交易型態,票證晶片碼,交易前餘額,扣款金額,現金加值金額,現金加值取消,自動加值金額,交易後餘額,票證種類
90,2018/5/2,585047,3163,0.501388889,銷售交易,8477656,198,252,0,0,200,146,一卡通
91,2018/5/2,585047,3180,0.48125,銷售交易,9315701,-1,900,0,0,"1,000",99,悠遊卡
92,2018/5/2,585047,2165,0.452083333,銷售交易,7187633,466,323,0,0,0,143,悠遊卡
93,2018/5/2,585047,2073,0.414583333,銷售交易,9076540,316,27,0,0,0,289,悠遊卡
94,2018/5/2,585047,1046,0.388194444,銷售交易,7492473,700,376,0,0,0,324,悠遊卡
95,2018/5/2,585043,2654,0.931944444,銷售交易,10321708,158,138,0,0,0,20,一卡通
96,2018/5/2,585043,1844,0.929166667,銷售交易,10431055,"1,082",80,0,0,0,"1,002",悠遊卡
97,2018/5/2,585043,3153,0.9125,銷售交易,8375093,97,30,0,0,0,67,悠遊卡
98,2018/5/2,585043,1094,0.899305556,銷售交易,8082446,210,123,0,0,0,87,悠遊卡
99,2018/5/2,585043,2418,0.896527778,銷售交易,8082615,553,107,0,0,0,446,悠遊卡
100,2018/5/2,585043,770,0.882638889,銷售交易,7839587,450,80,0,0,0,370,悠遊卡
101,2018/5/2,585043,1823,0.879861111,銷售交易,10499453,430,259,0,0,0,171,悠遊卡
102,2018/5/2,585043,2682,0.878472222,銷售交易,9838015,"1,003",232,0,0,0,771,悠遊卡
103,2018/5/2,585043,1233,0.872916667,銷售交易,9375361,170,113,0,0,0,57,悠遊卡
104,2018/5/2,585043,2915,0.848611111,銷售交易,7176478,798,137,0,0,0,661,悠遊卡
105,2018/5/2,585043,383,0.845833333,銷售交易,9481612,10,325,0,0,400,85,一卡通
106,2018/5/2,585043,2513,0.844444444,銷售交易,10502046,317,329,0,0,500,488,悠遊卡
107,2018/5/2,585043,1603,0.840972222,銷售交易,9725618,119,297,0,0,500,322,悠遊卡
108,2018/5/2,585043,1043,0.835416667,銷售交易,9701817,465,253,0,0,0,212,悠遊卡
109,2018/5/2,585043,1937,0.825,銷售交易,8665529,"1,038",128,0,0,0,910,悠遊卡
110,2018/5/2,585043,419,0.824305556,銷售交易,9034766,"1,608",37,0,0,0,"1,571",悠遊卡
111,2018/5/2,585043,596,0.819444444,銷售交易,7999836,"1,181",79,0,0,0,"1,102",悠遊卡
112,2018/5/2,585043,3151,0.815277778,銷售交易,9903955,354,487,0,0,500,367,悠遊卡
113,2018/5/2,585043,1911,0.802083333,銷售交易,9346291,212,303,0,0,500,409,悠遊卡
114,2018/5/2,585043,1575,0.798611111,現金加值,7765597,37,0,600,0,0,637,一卡通
115,2018/5/2,585043,1476,0.797916667,銷售交易,7765597,637,600,0,0,0,37,一卡通
116,2018/5/2,585043,1833,0.785416667,銷售交易,9672792,205,437,0,0,500,268,一卡通
117,2018/5/2,585043,1489,0.761805556,銷售交易,10117564,139,8,0,0,0,131,悠遊卡
118,2018/5/2,585043,1629,0.761111111,銷售交易,7769911,79,301,0,0,400,178,一卡通
119,2018/5/2,585043,3439,0.759722222,銷售交易,7822154,264,93,0,0,0,171,悠遊卡
120,2018/5/2,585043,2149,0.750694444,銷售交易,7148130,442,114,0,0,0,328,悠遊卡
121,2018/5/2,585043,3125,0.743055556,銷售交易,7808732,726,407,0,0,0,319,悠遊卡
122,2018/5/2,585043,828,0.736111111,銷售交易,9200474,380,128,0,0,0,252,悠遊卡
123,2018/5/2,585043,1068,0.733333333,銷售交易,10064824,491,342,0,0,0,149,一卡通
124,2018/5/2,585043,1000,0.727083333,銷售交易,9893443,232,35,0,0,0,197,一卡通
125,2018/5/2,585043,390,0.703472222,銷售交易,8052398,34,160,0,0,500,374,悠遊卡
126,2018/5/2,585043,2106,0.701388889,銷售交易,8585124,430,470,0,0,500,460,悠遊卡
127,2018/5/2,585043,1248,0.69375,銷售交易,7429673,0,800,0,0,"1,000",200,悠遊卡
128,2018/5/2,585043,1766,0.688194444,銷售交易,10095567,131,300,0,0,200,31,一卡通
129,2018/5/2,585043,2637,0.684027778,銷售交易,7684160,28,5,0,0,0,23,悠遊卡
130,2018/5/2,585043,3262,0.683333333,銷售交易,7684160,151,123,0,0,0,28,悠遊卡
131,2018/5/2,585043,2753,0.682638889,銷售交易,7296159,76,200,0,0,200,76,一卡通
132,2018/5/2,585043,3233,0.678472222,銷售交易,9207291,263,323,0,0,500,440,一卡通
133,2018/5/2,585043,3458,0.661805556,銷售交易,7546808,349,234,0,0,0,115,悠遊卡
134,2018/5/2,585043,912,0.661805556,交易作廢,7546808,84,-265,0,0,0,349,悠遊卡
135,2018/5/2,585043,2513,0.659722222,銷售交易,7546808,349,265,0,0,0,84,悠遊卡
136,2018/5/2,585043,2856,0.558333333,銷售交易,8264895,171,321,0,0,200,50,一卡通
137,2018/5/2,585043,2443,0.547222222,銷售交易,10076551,67,27,0,0,0,40,悠遊卡
138,2018/5/2,585043,3393,0.534722222,銷售交易,7443485,83,48,0,0,0,35,悠遊卡
139,2018/5/2,585043,1582,0.529861111,銷售交易,8478362,113,452,0,0,400,61,一卡通
140,2018/5/2,585043,2308,0.517361111,銷售交易,8451346,426,29,0,0,0,397,悠遊卡
141,2018/5/2,585043,550,0.511805556,銷售交易,7971506,630,159,0,0,0,471,悠遊卡
142,2018/5/2,585043,2025,0.50625,銷售交易,7151371,418,222,0,0,0,196,悠遊卡
143,2018/5/2,585043,954,0.495138889,銷售交易,9779567,700,394,0,0,0,306,悠遊卡
144,2018/5/2,585043,727,0.490277778,銷售交易,10076551,94,27,0,0,0,67,悠遊卡
145,2018/5/2,585043,3048,0.486805556,銷售交易,8928268,354,193,0,0,0,161,悠遊卡
146,2018/5/2,585043,877,0.482638889,銷售交易,7390692,"1,161",104,0,0,0,"1,057",一卡通
147,2018/5/2,585043,2548,0.475,銷售交易,10578119,115,23,0,0,0,92,悠遊卡
148,2018/5/2,585043,2406,0.472916667,銷售交易,9254485,212,152,0,0,0,60,悠遊卡
149,2018/5/2,585043,2988,0.463194444,銷售交易,10113026,620,195,0,0,0,425,悠遊卡
150,2018/5/2,585043,843,0.461805556,銷售交易,8003005,110,308,0,0,200,2,一卡通
151,2018/5/2,585043,3500,0.452083333,銷售交易,8006863,457,37,0,0,0,420,悠遊卡
152,2018/5/2,585043,1673,0.440972222,銷售交易,9969279,440,404,0,0,0,36,悠遊卡
153,2018/5/2,585043,2932,0.427083333,銷售交易,10356165,402,941,0,0,"1,000",461,悠遊卡
154,2018/5/2,585043,1815,0.419444444,銷售交易,8598366,204,105,0,0,0,99,悠遊卡
155,2018/5/2,585043,2585,0.402777778,銷售交易,10374621,59,347,0,0,400,112,一卡通
156,2018/5/2,585043,601,0.378472222,銷售交易,10155327,103,12,0,0,0,91,悠遊卡
157,2018/5/2,585043,2083,0.352777778,銷售交易,8489806,"2,532",203,0,0,0,"2,329",悠遊卡
158,2018/5/2,585043,1055,0.352083333,銷售交易,9608434,150,60,0,0,0,90,悠遊卡
159,2018/5/2,585043,2453,0.351388889,銷售交易,8803010,262,8,0,0,0,254,悠遊卡
160,2018/5/2,585043,2457,0.342361111,銷售交易,8907411,370,76,0,0,0,294,悠遊卡
161,2018/5/2,585043,3321,0.340277778,銷售交易,7869378,"1,019",8,0,0,0,"1,011",悠遊卡
1,2018/5/3,585066,2250,0.344444444,銷售交易,7869378,"1,011",8,0,0,0,"1,003",悠遊卡
2,2018/5/3,585066,1303,0.345138889,銷售交易,9902187,442,263,0,0,0,179,悠遊卡
3,2018/5/3,585066,3085,0.345138889,銷售交易,10344141,228,41,0,0,0,187,悠遊卡
4,2018/5/3,585066,2083,0.352083333,銷售交易,10375242,369,123,0,0,0,246,悠遊卡
5,2018/5/3,585066,3394,0.354166667,銷售交易,7475590,"1,037",36,0,0,0,"1,001",悠遊卡
6,2018/5/3,585066,756,0.396527778,銷售交易,7849442,471,800,0,0,500,171,悠遊卡
7,2018/5/3,585066,2618,0.430555556,銷售交易,7335245,284,21,0,0,0,263,悠遊卡
8,2018/5/3,585066,690,0.447916667,銷售交易,9076540,239,256,0,0,500,483,悠遊卡
9,2018/5/3,585066,1728,0.455555556,銷售交易,8498745,486,210,0,0,0,276,悠遊卡
10,2018/5/3,585066,895,0.465972222,銷售交易,9383585,64,278,0,0,500,286,悠遊卡
11,2018/5/3,585066,2512,0.474305556,銷售交易,10120917,417,327,0,0,0,90,悠遊卡
12,2018/5/3,585066,519,0.484027778,銷售交易,9600226,222,158,0,0,0,64,悠遊卡
13,2018/5/3,585066,1383,0.484722222,銷售交易,7229706,372,113,0,0,0,259,悠遊卡
14,2018/5/3,585066,3512,0.486111111,銷售交易,10076551,394,27,0,0,0,367,悠遊卡
15,2018/5/3,585066,2701,0.495833333,銷售交易,7311681,334,103,0,0,0,231,悠遊卡
16,2018/5/3,585066,2382,0.530555556,銷售交易,9080667,84,37,0,0,0,47,悠遊卡
17,2018/5/3,585066,1870,0.53125,銷售交易,9553514,171,150,0,0,0,21,悠遊卡
18,2018/5/3,585066,1995,0.538888889,銷售交易,10448246,354,135,0,0,0,219,悠遊卡
19,2018/5/3,585066,3136,0.596527778,現金加值,8484493,210,0,200,0,0,410,悠遊卡
20,2018/5/3,585066,745,0.597222222,銷售交易,8484493,410,119,0,0,0,291,悠遊卡
21,2018/5/3,585066,1119,0.613194444,銷售交易,7362602,737,161,0,0,0,576,悠遊卡
22,2018/5/3,585066,1102,0.6375,銷售交易,9926559,359,293,0,0,0,66,一卡通
23,2018/5/3,585066,1120,0.638194444,銷售交易,8272788,178,100,0,0,0,78,悠遊卡
24,2018/5/3,585066,530,0.644444444,銷售交易,10186133,431,173,0,0,0,258,悠遊卡
25,2018/5/3,585066,2863,0.645138889,現金加值,10186133,131,0,300,0,0,431,悠遊卡
26,2018/5/3,585066,3251,0.654861111,銷售交易,10375692,141,248,0,0,500,393,悠遊卡
27,2018/5/3,585066,2834,0.654861111,銷售交易,8167821,302,117,0,0,0,185,悠遊卡
28,2018/5/3,585066,1813,0.655555556,銷售交易,9408382,268,99,0,0,0,169,悠遊卡
29,2018/5/3,585066,422,0.670138889,銷售交易,10307713,675,35,0,0,0,640,悠遊卡
30,2018/5/3,585066,684,0.684027778,銷售交易,10076310,540,48,0,0,0,492,悠遊卡
31,2018/5/3,585066,3485,0.777083333,銷售交易,7845156,593,218,0,0,0,375,悠遊卡
32,2018/5/3,585066,2106,0.777777778,銷售交易,9228831,408,268,0,0,0,140,悠遊卡
33,2018/5/3,585066,2679,0.783333333,銷售交易,9117036,497,69,0,0,0,428,悠遊卡
34,2018/5/3,585066,2239,0.786805556,銷售交易,9672792,268,274,0,0,500,494,一卡通
35,2018/5/3,585066,587,0.790277778,銷售交易,8103754,431,271,0,0,0,160,悠遊卡
36,2018/5/3,585066,828,0.798611111,銷售交易,7608242,380,126,0,0,0,254,悠遊卡
37,2018/5/3,585066,1863,0.799305556,銷售交易,7598260,225,304,0,0,500,421,一卡通
38,2018/5/3,585066,692,0.801388889,銷售交易,10263348,119,105,0,0,0,14,悠遊卡
39,2018/5/3,585066,2427,0.804166667,銷售交易,8941592,151,213,0,0,500,438,悠遊卡
40,2018/5/3,585066,3023,0.804861111,銷售交易,10397220,685,201,0,0,0,484,悠遊卡
41,2018/5/3,585066,1444,0.806944444,銷售交易,8558543,526,32,0,0,0,494,悠遊卡
42,2018/5/3,585066,3486,0.814583333,銷售交易,8325737,386,145,0,0,0,241,悠遊卡
43,2018/5/3,585066,2298,0.824305556,銷售交易,8187388,63,89,0,0,500,474,悠遊卡
44,2018/5/3,585066,1957,0.8375,銷售交易,10387677,199,181,0,0,0,18,悠遊卡
45,2018/5/3,585066,1760,0.838194444,銷售交易,7733433,317,110,0,0,0,207,悠遊卡
46,2018/5/3,585066,436,0.845138889,銷售交易,8068272,20,81,0,0,500,439,悠遊卡
47,2018/5/3,585066,3530,0.851388889,銷售交易,7613760,"1,111",238,0,0,0,873,悠遊卡
48,2018/5/3,585066,727,0.86875,銷售交易,9526738,317,139,0,0,0,178,悠遊卡
49,2018/5/3,585066,3409,0.878472222,銷售交易,9566596,338,210,0,0,0,128,悠遊卡
50,2018/5/3,585066,727,0.897222222,銷售交易,8109223,277,700,0,0,500,77,悠遊卡
51,2018/5/3,585066,1776,0.900694444,銷售交易,9045960,335,532,0,0,500,303,悠遊卡
52,2018/5/3,585066,1042,0.911111111,銷售交易,7781675,438,295,0,0,0,143,悠遊卡
53,2018/5/3,585066,2461,0.915277778,銷售交易,10598793,352,268,0,0,0,84,悠遊卡
54,2018/5/3,585066,3368,0.918055556,銷售交易,9383585,147,246,0,0,500,401,悠遊卡
55,2018/5/3,585066,387,0.922916667,銷售交易,10415440,146,52,0,0,0,94,悠遊卡
56,2018/5/3,585066,2494,0.924305556,銷售交易,7783878,216,216,0,0,0,0,悠遊卡
57,2018/5/3,585066,1134,0.925694444,銷售交易,9237062,32,192,0,0,200,40,一卡通
58,2018/5/3,585066,1416,0.929166667,銷售交易,7607907,291,88,0,0,0,203,悠遊卡
59,2018/5/3,585066,2519,0.934722222,銷售交易,8691707,17,37,0,0,500,480,悠遊卡
60,2018/5/3,585066,1532,0.9375,銷售交易,10042295,121,110,0,0,0,11,悠遊卡
61,2018/5/3,585066,1219,0.938888889,銷售交易,8913385,427,380,0,0,0,47,悠遊卡
62,2018/5/3,585066,1272,0.939583333,銷售交易,8913385,47,5,0,0,0,42,悠遊卡
63,2018/5/3,585066,2497,0.941666667,銷售交易,7394765,160,84,0,0,0,76,一卡通
64,2018/5/3,585066,3284,0.945833333,銷售交易,9492277,549,158,0,0,0,391,悠遊卡
65,2018/5/3,585066,1487,0.954861111,現金加值,9916842,3,0,100,0,0,103,悠遊卡
66,2018/5/3,585047,3522,0.567361111,銷售交易,8140616,917,279,0,0,0,638,悠遊卡
67,2018/5/3,585047,579,0.672222222,銷售交易,7598260,64,339,0,0,500,225,一卡通
68,2018/5/3,585047,1583,0.675,銷售交易,7475590,"1,001",183,0,0,0,818,悠遊卡
69,2018/5/3,585047,947,0.684027778,銷售交易,10026506,28,330,0,0,400,98,一卡通
70,2018/5/3,585047,3519,0.693055556,銷售交易,9113105,525,41,0,0,0,484,悠遊卡
71,2018/5/3,585047,2297,0.696527778,銷售交易,10422697,71,8,0,0,0,63,悠遊卡
72,2018/5/3,585047,724,0.704166667,銷售交易,7704918,27,114,0,0,200,113,一卡通
73,2018/5/3,585047,3473,0.70625,銷售交易,7176618,91,68,0,0,0,23,悠遊卡
74,2018/5/3,585047,3074,0.70625,銷售交易,9055919,574,68,0,0,0,506,悠遊卡
75,2018/5/3,585047,2574,0.7125,銷售交易,10357500,453,255,0,0,0,198,悠遊卡
76,2018/5/3,585047,1754,0.713888889,銷售交易,10421715,231,141,0,0,0,90,悠遊卡
77,2018/5/3,585047,590,0.727083333,銷售交易,10003592,220,185,0,0,0,35,悠遊卡
78,2018/5/3,585047,2020,0.750694444,銷售交易,8156951,95,120,0,0,500,475,悠遊卡
79,2018/5/3,585047,1639,0.75625,銷售交易,10370596,"1,442","1,000",0,0,0,442,悠遊卡
80,2018/5/3,585047,1460,0.756944444,銷售交易,10143029,233,98,0,0,0,135,悠遊卡
81,2018/5/3,585047,2735,0.757638889,銷售交易,10210251,66,94,0,0,500,472,悠遊卡
82,2018/5/3,585047,1240,0.765277778,銷售交易,8168359,214,34,0,0,0,180,一卡通
83,2018/5/3,585047,1383,0.765972222,銷售交易,8578107,509,122,0,0,0,387,悠遊卡
84,2018/5/3,585047,2008,0.779166667,銷售交易,7891859,478,48,0,0,0,430,悠遊卡
85,2018/5/3,585047,3286,0.7875,銷售交易,9571131,306,133,0,0,0,173,悠遊卡
86,2018/5/3,585043,2864,0.411111111,銷售交易,9935483,417,143,0,0,0,274,悠遊卡
87,2018/5/3,585043,1739,0.476388889,銷售交易,7203895,285,107,0,0,0,178,悠遊卡
88,2018/5/3,585043,1400,0.491666667,銷售交易,10337078,"2,393",107,0,0,0,"2,286",悠遊卡
89,2018/5/3,585043,2957,0.520138889,銷售交易,9927179,393,150,0,0,0,243,悠遊卡
90,2018/5/3,585043,579,0.520833333,銷售交易,9513340,106,104,0,0,0,2,悠遊卡
91,2018/5/3,585043,3332,0.552083333,銷售交易,10414572,148,40,0,0,0,108,悠遊卡
92,2018/5/3,585043,3030,0.552777778,銷售交易,8474332,113,59,0,0,0,54,悠遊卡
93,2018/5/3,585043,2053,0.675694444,銷售交易,7411179,220,200,0,0,0,20,一卡通
94,2018/5/3,585043,1065,0.695138889,銷售交易,10422697,245,174,0,0,0,71,悠遊卡
95,2018/5/3,585043,503,0.702083333,銷售交易,8903331,18,305,0,0,400,113,一卡通
96,2018/5/3,585043,1093,0.709027778,銷售交易,10206140,"4,271",50,0,0,0,"4,221",悠遊卡
97,2018/5/3,585043,1755,0.7125,銷售交易,8847650,77,99,0,0,500,478,悠遊卡
98,2018/5/3,585043,1231,0.715972222,銷售交易,9446870,418,79,0,0,0,339,悠遊卡
99,2018/5/3,585043,3363,0.718055556,銷售交易,9842119,243,108,0,0,0,135,悠遊卡
100,2018/5/3,585043,2402,0.734722222,銷售交易,8368373,59,749,0,0,"1,000",310,一卡通
101,2018/5/3,585043,2762,0.740972222,銷售交易,7971506,471,184,0,0,0,287,悠遊卡
102,2018/5/3,585043,1576,0.750694444,銷售交易,7801554,152,452,0,0,500,200,悠遊卡
103,2018/5/3,585043,3258,0.757638889,銷售交易,9152855,-6,73,0,0,200,121,一卡通
104,2018/5/3,585043,1387,0.761111111,銷售交易,9535452,631,204,0,0,0,427,悠遊卡
105,2018/5/3,585043,3486,0.796527778,銷售交易,9034766,"1,571",28,0,0,0,"1,543",悠遊卡
106,2018/5/3,585043,969,0.798611111,銷售交易,7708996,108,144,0,0,500,464,悠遊卡
107,2018/5/3,585043,3393,0.8,銷售交易,8711915,231,16,0,0,0,215,悠遊卡
108,2018/5/3,585043,2008,0.800694444,銷售交易,10508661,959,193,0,0,0,766,悠遊卡
109,2018/5/3,585043,900,0.807638889,銷售交易,9249267,271,173,0,0,0,98,悠遊卡
110,2018/5/3,585043,1381,0.809027778,銷售交易,7108866,89,140,0,0,200,149,一卡通
111,2018/5/3,585043,1621,0.810416667,銷售交易,8006075,143,91,0,0,0,52,悠遊卡
112,2018/5/3,585043,2620,0.831944444,銷售交易,8460541,44,18,0,0,0,26,一卡通
113,2018/5/3,585043,2699,0.835416667,銷售交易,10346353,209,180,0,0,0,29,一卡通
114,2018/5/3,585043,2143,0.840277778,銷售交易,8859039,440,50,0,0,0,390,悠遊卡
115,2018/5/3,585043,2239,0.845833333,銷售交易,9504533,99,233,0,0,500,366,悠遊卡
116,2018/5/3,585043,2308,0.847222222,銷售交易,10464580,639,170,0,0,0,469,悠遊卡
117,2018/5/3,585043,2275,0.851388889,銷售交易,7443485,306,472,0,0,500,334,悠遊卡
118,2018/5/3,585043,1215,0.854861111,銷售交易,7629872,"1,900",214,0,0,0,"1,686",悠遊卡
119,2018/5/3,585043,1224,0.855555556,銷售交易,7612966,"3,599",439,0,0,0,"3,160",悠遊卡
120,2018/5/3,585043,431,0.874305556,銷售交易,8237849,443,616,0,0,500,327,悠遊卡
121,2018/5/3,585043,1828,0.879861111,銷售交易,7427691,116,201,0,0,500,415,一卡通
122,2018/5/3,585043,2845,0.88125,銷售交易,8681392,177,211,0,0,500,466,悠遊卡
123,2018/5/3,585043,1285,0.883333333,銷售交易,8048688,188,338,0,0,500,350,悠遊卡
124,2018/5/3,585043,1102,0.886805556,銷售交易,9416091,383,187,0,0,0,196,悠遊卡
125,2018/5/3,585043,1120,0.8875,銷售交易,7317456,209,57,0,0,0,152,一卡通
126,2018/5/3,585043,928,0.895138889,銷售交易,8843010,20,106,0,0,200,114,一卡通
127,2018/5/3,585043,530,0.897222222,銷售交易,9821237,68,32,0,0,0,36,悠遊卡
128,2018/5/3,585043,2853,0.904861111,銷售交易,10254804,24,93,0,0,500,431,悠遊卡
129,2018/5/3,585043,799,0.909722222,銷售交易,7178634,155,112,0,0,0,43,悠遊卡
130,2018/5/3,585043,2685,0.933333333,現金加值,10338888,264,0,"1,000",0,0,"1,264",悠遊卡
131,2018/5/3,585043,3157,0.932638889,銷售交易,10338888,"1,264",179,0,0,0,"1,085",悠遊卡
132,2018/5/3,585043,1833,0.935416667,銷售交易,9509223,670,272,0,0,0,398,悠遊卡
1,2018/5/4,585066,656,0.338888889,銷售交易,7984923,241,285,0,0,500,456,悠遊卡
2,2018/5/4,585066,1046,0.340277778,銷售交易,8690042,27,725,0,0,800,102,一卡通
3,2018/5/4,585066,1635,0.927777778,銷售交易,10465094,489,156,0,0,0,333,悠遊卡
4,2018/5/4,585066,939,0.922916667,銷售交易,9882531,95,147,0,0,500,448,悠遊卡
5,2018/5/4,585066,1907,0.915972222,銷售交易,8817123,222,163,0,0,0,59,悠遊卡
6,2018/5/4,585066,3523,0.915972222,銷售交易,7517689,122,57,0,0,0,65,悠遊卡
7,2018/5/4,585066,2271,0.915277778,銷售交易,8966562,296,126,0,0,0,170,悠遊卡
8,2018/5/4,585066,2461,0.907638889,銷售交易,8651021,143,174,0,0,500,469,悠遊卡
9,2018/5/4,585066,3078,0.9,銷售交易,10260866,460,35,0,0,0,425,悠遊卡
10,2018/5/4,585066,1821,0.897222222,銷售交易,7121962,126,41,0,0,0,85,悠遊卡
11,2018/5/4,585066,3172,0.894444444,銷售交易,10411601,449,333,0,0,0,116,一卡通
12,2018/5/4,585066,487,0.891666667,銷售交易,7448036,259,16,0,0,0,243,悠遊卡
13,2018/5/4,585066,415,0.886111111,銷售交易,9544374,432,37,0,0,0,395,一卡通
14,2018/5/4,585066,1354,0.865277778,銷售交易,9520557,412,147,0,0,0,265,悠遊卡
15,2018/5/4,585066,3439,0.857638889,銷售交易,9440169,333,19,0,0,0,314,悠遊卡
16,2018/5/4,585066,3608,0.85625,銷售交易,7543759,163,185,0,0,500,478,悠遊卡
17,2018/5/4,585066,1020,0.842361111,銷售交易,10271928,92,599,0,0,"1,000",493,悠遊卡
18,2018/5/4,585066,423,0.833333333,銷售交易,7825251,420,133,0,0,0,287,悠遊卡
19,2018/5/4,585066,2556,0.831944444,銷售交易,7341794,48,91,0,0,500,457,一卡通
20,2018/5/4,585066,2448,0.829166667,銷售交易,7613760,873,391,0,0,0,482,悠遊卡
21,2018/5/4,585066,2298,0.820138889,銷售交易,8504348,371,114,0,0,0,257,悠遊卡
22,2018/5/4,585066,3058,0.817361111,銷售交易,9037421,15,228,0,0,500,287,悠遊卡
23,2018/5/4,585066,3609,0.813888889,銷售交易,8120251,"1,145",868,0,0,0,277,悠遊卡
24,2018/5/4,585066,523,0.810416667,銷售交易,9571131,173,76,0,0,0,97,悠遊卡
25,2018/5/4,585066,1472,0.808333333,銷售交易,8058960,293,218,0,0,0,75,悠遊卡
26,2018/5/4,585066,2149,0.80625,銷售交易,7370658,432,143,0,0,0,289,悠遊卡
27,2018/5/4,585066,2670,0.796527778,銷售交易,9531421,235,17,0,0,0,218,悠遊卡
28,2018/5/4,585066,3568,0.794444444,銷售交易,10043998,292,250,0,0,0,42,悠遊卡
29,2018/5/4,585066,3015,0.79375,銷售交易,9479627,400,449,0,0,500,451,一卡通
30,2018/5/4,585066,1755,0.773611111,銷售交易,10441980,430,49,0,0,0,381,一卡通
31,2018/5/4,585066,1790,0.771527778,銷售交易,8345815,117,116,0,0,0,1,悠遊卡
32,2018/5/4,585066,2144,0.677083333,銷售交易,9785976,670,48,0,0,0,622,悠遊卡
33,2018/5/4,585066,684,0.675694444,銷售交易,9079515,328,225,0,0,0,103,悠遊卡
34,2018/5/4,585066,2386,0.658333333,銷售交易,9936391,338,197,0,0,0,141,悠遊卡
35,2018/5/4,585066,3195,0.655555556,銷售交易,7251148,184,82,0,0,0,102,悠遊卡
36,2018/5/4,585066,2810,0.647222222,銷售交易,9298645,92,152,0,0,200,140,一卡通
37,2018/5/4,585066,1746,0.639583333,銷售交易,7862119,206,20,0,0,0,186,悠遊卡
38,2018/5/4,585066,3172,0.635416667,銷售交易,7851614,362,30,0,0,0,332,悠遊卡
39,2018/5/4,585066,655,0.609722222,銷售交易,10063093,211,68,0,0,0,143,一卡通
40,2018/5/4,585066,2775,0.607638889,銷售交易,7318341,454,158,0,0,0,296,悠遊卡
41,2018/5/4,585066,399,0.607638889,銷售交易,8265670,"1,921",78,0,0,0,"1,843",悠遊卡
42,2018/5/4,585066,321,0.604861111,現金加值,7199174,27,0,200,0,0,227,一卡通
43,2018/5/4,585066,2735,0.604166667,銷售交易,7199174,47,20,0,0,0,27,一卡通
44,2018/5/4,585066,2336,0.595833333,銷售交易,8474332,54,149,0,0,500,405,悠遊卡
45,2018/5/4,585066,2948,0.590277778,銷售交易,10330140,529,613,0,0,500,416,悠遊卡
46,2018/5/4,585066,2279,0.588888889,現金加值,8489654,750,0,"1,000",0,0,"1,750",悠遊卡
47,2018/5/4,585066,816,0.588194444,銷售交易,8489654,895,145,0,0,0,750,悠遊卡
48,2018/5/4,585066,2079,0.535416667,銷售交易,7251148,492,308,0,0,0,184,悠遊卡
49,2018/5/4,585066,522,0.531944444,銷售交易,7438681,669,33,0,0,0,636,悠遊卡
50,2018/5/4,585066,1948,0.493055556,銷售交易,9037693,275,83,0,0,0,192,悠遊卡
51,2018/5/4,585066,1365,0.463194444,銷售交易,10125045,40,17,0,0,0,23,悠遊卡
52,2018/5/4,585066,407,0.459027778,銷售交易,8477656,146,305,0,0,200,41,一卡通
53,2018/5/4,585066,3609,0.448611111,銷售交易,9954507,25,435,0,0,500,90,悠遊卡
54,2018/5/4,585066,1272,0.446527778,銷售交易,8752843,338,309,0,0,0,29,一卡通
55,2018/5/4,585066,1938,0.44375,銷售交易,10141704,374,328,0,0,0,46,悠遊卡
56,2018/5/4,585066,2876,0.430555556,銷售交易,10374621,97,330,0,0,400,167,一卡通
57,2018/5/4,585066,2205,0.427777778,銷售交易,8030606,2,69,0,0,200,133,一卡通
58,2018/5/4,585066,1755,0.419444444,銷售交易,10111279,175,99,0,0,0,76,悠遊卡
59,2018/5/4,585066,1945,0.415972222,銷售交易,8244849,9,305,0,0,400,104,一卡通
60,2018/5/4,585066,2573,0.409027778,銷售交易,8598366,99,28,0,0,0,71,悠遊卡
61,2018/5/4,585066,3150,0.396527778,銷售交易,8008756,916,310,0,0,0,606,悠遊卡
62,2018/5/4,585066,587,0.393055556,銷售交易,9603751,304,211,0,0,0,93,一卡通
63,2018/5/4,585066,2362,0.371527778,銷售交易,9051006,181,54,0,0,0,127,悠遊卡
64,2018/5/4,585066,1692,0.369444444,銷售交易,10356165,461,204,0,0,0,257,悠遊卡
65,2018/5/4,585066,3522,0.359722222,銷售交易,7475590,818,36,0,0,0,782,悠遊卡
66,2018/5/4,585066,1582,0.353472222,銷售交易,10344141,687,69,0,0,0,618,悠遊卡
67,2018/5/4,585066,859,0.343055556,銷售交易,9893443,18,59,0,0,500,459,一卡通
68,2018/5/4,585066,2457,0.340972222,銷售交易,8907411,"3,158",49,0,0,0,"3,109",悠遊卡
69,2018/5/4,585047,2418,0.940972222,銷售交易,10066779,662,45,0,0,0,617,悠遊卡
70,2018/5/4,585047,686,0.907638889,銷售交易,10591392,101,146,0,0,200,155,一卡通
71,2018/5/4,585047,3307,0.789583333,銷售交易,10363773,445,236,0,0,0,209,悠遊卡
72,2018/5/4,585047,2711,0.776388889,銷售交易,9028877,337,67,0,0,0,270,悠遊卡
73,2018/5/4,585047,3531,0.772222222,銷售交易,7229706,160,55,0,0,0,105,悠遊卡
74,2018/5/4,585047,3149,0.76875,銷售交易,7311822,144,22,0,0,0,122,悠遊卡
75,2018/5/4,585047,689,0.759027778,銷售交易,8401275,950,499,0,0,0,451,悠遊卡
